subgroup,model,n,positives,prevalence,threshold,roc_auc,pr_auc,brier,log_loss,ece_10,mean_probability,observed_to_expected,accuracy,balanced_accuracy,precision,recall,f1,precision_top_0p005,recall_top_0p005,lift_top_0p005,positives_top_0p005,precision_top_0p01,recall_top_0p01,lift_top_0p01,positives_top_0p01,precision_top_0p02,recall_top_0p02,lift_top_0p02,positives_top_0p02,precision_top_0p05,recall_top_0p05,lift_top_0p05,positives_top_0p05,precision_top_0p1,recall_top_0p1,lift_top_0p1,positives_top_0p1
10-K-only training and test,Logistic regression,18551,39,0.002102312543798178,0.85,0.6961305764244399,0.006289728719478087,0.16553871463118705,0.4965189681943861,0.28675772277371075,0.28886003531750903,0.007277962635043505,0.9609185488652903,0.5582324978392394,0.008595988538681949,0.15384615384615385,0.016282225237449117,0.010781089968195785,0.02564102564102564,5.128205128205128,1.0,0.01617163495229368,0.07692307692307693,7.6923076923076925,3.0,0.013476362460244732,0.1282051282051282,6.41025641025641,5.0,0.007546762977737049,0.1794871794871795,3.589743589743589,7.0,0.005390544984097892,0.2564102564102564,2.564102564102564,10.0
10-K-only training and test,DeepCut-inspired neural threshold,18551,39,0.002102312543798178,0.99,0.7190000110808235,0.032164894411344284,0.21335836214942253,0.5836337460758318,0.36018178160813985,0.36228409415193796,0.005802939123561112,0.997574254757156,0.5126314462690867,0.125,0.02564102564102564,0.0425531914893617,0.02156217993639157,0.05128205128205128,10.256410256410255,2.0,0.01617163495229368,0.07692307692307693,7.6923076923076925,3.0,0.00808581747614684,0.07692307692307693,3.8461538461538463,3.0,0.00646865398091747,0.15384615384615385,3.076923076923076,6.0,0.005390544984097892,0.2564102564102564,2.564102564102564,10.0
